30-5-4 流動床式反応器は、反応器の底部などから送入した流体により固体粒子の触媒を浮遊流動化させて反応を行うものであり、再生塔を併設することにより連続的に再生された触媒を反応器に導入することも可能である。,○
1-5-1 二重管式熱交換器は、多管円筒形熱交換器に比べて、熱交換器の大きなものが要求される場合に用いられる。,×
1-5-2 プレート式熱交換器は、分解組立が容易で清掃しやすいが、圧力損失が大きく、また、ガスケットを介してプレートを重ね合わせた構造であるために温度・圧力条件、流体性状に制限がある。,○
1-5-3 多管円筒形熱交換器は、プレート式熱交換器に比べて熱伝達率が大きく取れることから、熱伝達量が同じであれば、小型化が図れる。,×
1-5-4 二重殻式円筒型低温貯槽は、内槽と外槽の間に適切な断熱材が充填されるので、外槽に低温用材料を用いる必要はない。,○
2-5-1 平底円筒形貯槽は、プロパン、ブタンなどの液化ガスを高圧で大容量貯蔵するのに最適な形式である。,×
2-5-2 50～100m3程度以下の小型圧力容器では、円筒形貯槽が構造が単純で製作が容易なため経済的な形式と考えられ、一般的に使用されている。,○
2-5-3 二重殻式平底円筒型低温貯槽の基礎を地盤中に直接埋設したので、基礎が凍結して変形を起こさないように、基礎中に不凍液を循環させた。,○
2-5-4 二重殻式平底円筒型低温貯槽において、内槽と外槽の間に断熱用にパーライト粒を充填し、内槽にはパーライト粒が及ぼす圧力による座屈防止のため強め輪（スティフナ）を取り付けた。,○
3-5-1 プレート式熱交換器は、プレートを介して熱交換を行う構造であり、圧力損失が小さく、温度・圧力条件、流体性状に対する制限が少ない。,×
3-5-2 空温式蒸発器は運転において熱源が大気であるという利点を持つ反面、その他の熱源を持つ蒸発器と比較して設置面積が大きくなるという欠点がある。,○
3-5-3 エアフィンクーラーは冷却媒体が空気であり、その熱伝導率や比熱の低さを補う目的で、通常は伝熱管外側にフィンを設けて伝熱面積を大きくしている。,○
3-5-4 二重管式熱交換器は、多管円筒形熱交換器に比べて、熱交換量の大きなものが要求される場合に用いられる。,×
H25-6-1 キャビテーションを防止するために、液化ガス貯槽の液温を上げてポンプ吸い込み圧力を上げた。,×
H25-6-2 配管系の水撃（ウォータハンマ）を防止する対策の一つとして、遮断弁の開閉速度をできる限り大きくなるように設定した。,×
H25-6-3 同一特性のポンプを2台直列運転するとき、吐出し弁絞りなどによる流量調節をしなければ、流量は増加してポンプ1台あたりの所要軸動力は1台単独運転の時より大きくなる。,○
H25-6-4 ポンプの取り扱い液を粘性係数（粘度）の高い液に替えると、駆動電動機が過負荷になる可能性がある。,○
H26-6-1 遠心ポンプの羽根車やケーシング内面はキャビテーションにより損傷することがある。,○
H26-6-2 高揚程の遠心ポンプの羽根車出口に設けられた案内羽根（ディフューザ）は、流体に対し効率よく速度エネルギーを与えるためのものである。,×
H26-6-3 特性の異なる遠心ポンプを2台並列運転するときは、低流量域では片方のポンプの吐出し量がゼロ近くになる可能性があり、このような状態での連続運転は避ける。,○
H26-4-4 歯車ポンプは、通常吐出し弁閉で起動し、流量調整は吐出し弁で行う。,×
H27-6-1?羽根車に汚れが付着して発生するロータの異常振動の主周波数は、ロータの回転数に等しい。,○
H27-6-2?定常運転時の回転数は、ロータの一次危険速度を超えてはならない。,×
H27-6-3?吐き出し側の抵抗が大きくなると、圧縮機の運転がサージング領域に入る可能性がある。,○
H27-6-4?風量を下げる操作において、吐き出し側の絞り弁を操作する方法と、回転数を操作する方法とでは、駆動電動機の省エネルギー面での差異はない。,×
H28-6-1?給油式往復圧縮機では、多段化により各段の圧力比を小さくすることで、潤滑油の温度上昇を抑え、潤滑油の酸化劣化を抑える効果もある。,○
H28-6-2?多段往復圧縮機の各段圧力が低下する原因としては、後段の、吸い込み弁、吐出し弁の漏れ、ピストンリングの摩耗、冷却器の能力低下などの諸トラブルが考えられる。,×
H28-6-3?サージング限界付近まで遠心圧縮機の風量を下げる場合、一般的に吸い込み絞り弁操作より吐き出し絞り弁操作の方が制御範囲は広くとれる。,×
H28-6-4?遠心圧縮機の振動周波数分析の結果、主周波数(f)として圧縮機回転数(N)に対し、f=N、2N、3Nの成分の波形が検出された。原因として主軸（シャフト）と軸シールとの接触、心ずれなどが考えられる。,○
H29-6-1?キャビテーションが発生したので、低温液化ガスポンプの吸い込み配管の断熱材を取り外した。,×
H29-6-2?同一特性の遠心ポンプを2台直列運転する場合の一台当たりの所要軸動力は、抵抗曲線が変わらなければ、1台単独運転の時より大きくなる。,○
H29-6-3?吐出し弁を締め切って軸流ポンプを起動できるようバイパスを設け、可動羽根を使用した。,○
H29-6-4?往復ポンプでは、液体の脈動により生じる水撃作用を防止するために、吸込み弁、吐出し弁の異常の有無、吸込み配管のストレーナの詰まりなどをチェックした上で、配管系の弁を慎重に操作する。,○
